pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
338.9625,-131.1125,-90.0,bottom,D93,,,D_SOD-123,D,smt
358.0125,-131.1125,-90.0,bottom,D94,,,D_SOD-123,D,smt
29.4,-150.1625,-90.0,bottom,D95,,,D_SOD-123,D,smt
48.45,-150.1625,-90.0,bottom,D96,,,D_SOD-123,D,smt
67.5,-150.1625,-90.0,bottom,D97,,,D_SOD-123,D,smt
217.0425,-150.1625,-90.0,bottom,D98,,,D_SOD-123,D,smt
236.0925,-150.1625,-90.0,bottom,D99,,,D_SOD-123,D,smt
346.43,-37.4,90.0,bottom,J1,,,Molex_Pico-EZmate_78171-0004_1x04-1MP_P1.20mm_Vertical,78171-0004,smt
359.72,-29.58,90.0,top,J2,,,PinHeader_1x05_P2.54mm_Vertical,Conn_01x05,tht
38.1,-42.85,0.0,bottom,LED1,,,LED_choc_6028R,choc_SK6812MINI-E,smt
223.8375,-42.85,0.0,bottom,LED10,,,LED_choc_6028R,choc_SK6812MINI-E,smt
304.8,-161.9125,0.0,bottom,LED100,,,LED_choc_6028R,choc_SK6812MINI-E,smt
338.1375,-161.9125,0.0,bottom,LED101,,,LED_choc_6028R,choc_SK6812MINI-E,smt
366.7125,-161.9125,0.0,bottom,LED102,,,LED_choc_6028R,choc_SK6812MINI-E,smt
385.7625,-152.3875,0.0,bottom,LED103,,,LED_choc_6028R,choc_SK6812MINI-E,smt
242.8875,-42.85,0.0,bottom,LED11,,,LED_choc_6028R,choc_SK6812MINI-E,smt
261.9375,-42.85,0.0,bottom,LED12,,,LED_choc_6028R,choc_SK6812MINI-E,smt
280.9875,-42.85,0.0,bottom,LED13,,,LED_choc_6028R,choc_SK6812MINI-E,smt
304.8,-42.85,0.0,bottom,LED14,,,LED_choc_6028R,choc_SK6812MINI-E,smt
38.1,-66.6625,0.0,bottom,LED15,,,LED_choc_6028R,choc_SK6812MINI-E,smt
57.15,-66.6625,0.0,bottom,LED16,,,LED_choc_6028R,choc_SK6812MINI-E,smt
76.2,-66.6625,0.0,bottom,LED17,,,LED_choc_6028R,choc_SK6812MINI-E,smt
95.25,-66.6625,0.0,bottom,LED18,,,LED_choc_6028R,choc_SK6812MINI-E,smt
114.3,-66.6625,0.0,bottom,LED19,,,LED_choc_6028R,choc_SK6812MINI-E,smt
61.9125,-42.85,0.0,bottom,LED2,,,LED_choc_6028R,choc_SK6812MINI-E,smt
133.35,-66.6625,0.0,bottom,LED20,,,LED_choc_6028R,choc_SK6812MINI-E,smt
152.4,-66.6625,0.0,bottom,LED21,,,LED_choc_6028R,choc_SK6812MINI-E,smt
171.45,-66.6625,0.0,bottom,LED22,,,LED_choc_6028R,choc_SK6812MINI-E,smt
190.5,-66.6625,0.0,bottom,LED23,,,LED_choc_6028R,choc_SK6812MINI-E,smt
209.55,-66.6625,0.0,bottom,LED24,,,LED_choc_6028R,choc_SK6812MINI-E,smt
228.6,-66.6625,0.0,bottom,LED25,,,LED_choc_6028R,choc_SK6812MINI-E,smt
247.65,-66.6625,0.0,bottom,LED26,,,LED_choc_6028R,choc_SK6812MINI-E,smt
266.7,-66.6625,0.0,bottom,LED27,,,LED_choc_6028R,choc_SK6812MINI-E,smt
295.275,-66.6625,0.0,bottom,LED28,,,LED_choc_6028R,choc_SK6812MINI-E,smt
42.8625,-85.7125,0.0,bottom,LED29,,,LED_choc_6028R,choc_SK6812MINI-E,smt
80.9625,-42.85,0.0,bottom,LED3,,,LED_choc_6028R,choc_SK6812MINI-E,smt
66.675,-85.7125,0.0,bottom,LED30,,,LED_choc_6028R,choc_SK6812MINI-E,smt
85.725,-85.7125,0.0,bottom,LED31,,,LED_choc_6028R,choc_SK6812MINI-E,smt
104.775,-85.7125,0.0,bottom,LED32,,,LED_choc_6028R,choc_SK6812MINI-E,smt
123.825,-85.7125,0.0,bottom,LED33,,,LED_choc_6028R,choc_SK6812MINI-E,smt
142.875,-85.7125,0.0,bottom,LED34,,,LED_choc_6028R,choc_SK6812MINI-E,smt
161.925,-85.7125,0.0,bottom,LED35,,,LED_choc_6028R,choc_SK6812MINI-E,smt
180.975,-85.7125,0.0,bottom,LED36,,,LED_choc_6028R,choc_SK6812MINI-E,smt
200.025,-85.7125,0.0,bottom,LED37,,,LED_choc_6028R,choc_SK6812MINI-E,smt
219.075,-85.7125,0.0,bottom,LED38,,,LED_choc_6028R,choc_SK6812MINI-E,smt
238.125,-85.7125,0.0,bottom,LED39,,,LED_choc_6028R,choc_SK6812MINI-E,smt
100.0125,-42.85,0.0,bottom,LED4,,,LED_choc_6028R,choc_SK6812MINI-E,smt
257.175,-85.7125,0.0,bottom,LED40,,,LED_choc_6028R,choc_SK6812MINI-E,smt
276.225,-85.7125,0.0,bottom,LED41,,,LED_choc_6028R,choc_SK6812MINI-E,smt
300.0375,-85.7125,0.0,bottom,LED42,,,LED_choc_6028R,choc_SK6812MINI-E,smt
328.6125,-85.7125,0.0,bottom,LED43,,,LED_choc_6028R,choc_SK6812MINI-E,smt
347.6625,-85.7125,0.0,bottom,LED44,,,LED_choc_6028R,choc_SK6812MINI-E,smt
366.7125,-85.7125,0.0,bottom,LED45,,,LED_choc_6028R,choc_SK6812MINI-E,smt
385.7625,-85.7125,0.0,bottom,LED46,,,LED_choc_6028R,choc_SK6812MINI-E,smt
45.24375,-104.7625,0.0,bottom,LED47,,,LED_choc_6028R,choc_SK6812MINI-E,smt
71.4375,-104.7625,0.0,bottom,LED48,,,LED_choc_6028R,choc_SK6812MINI-E,smt
90.4875,-104.7625,0.0,bottom,LED49,,,LED_choc_6028R,choc_SK6812MINI-E,smt
119.0625,-42.85,0.0,bottom,LED5,,,LED_choc_6028R,choc_SK6812MINI-E,smt
109.5375,-104.7625,0.0,bottom,LED50,,,LED_choc_6028R,choc_SK6812MINI-E,smt
128.5875,-104.7625,0.0,bottom,LED51,,,LED_choc_6028R,choc_SK6812MINI-E,smt
147.6375,-104.7625,0.0,bottom,LED52,,,LED_choc_6028R,choc_SK6812MINI-E,smt
166.6875,-104.7625,0.0,bottom,LED53,,,LED_choc_6028R,choc_SK6812MINI-E,smt
185.7375,-104.7625,0.0,bottom,LED54,,,LED_choc_6028R,choc_SK6812MINI-E,smt
204.7875,-104.7625,0.0,bottom,LED55,,,LED_choc_6028R,choc_SK6812MINI-E,smt
223.8375,-104.7625,0.0,bottom,LED56,,,LED_choc_6028R,choc_SK6812MINI-E,smt
242.8875,-104.7625,0.0,bottom,LED57,,,LED_choc_6028R,choc_SK6812MINI-E,smt
261.9375,-104.7625,0.0,bottom,LED58,,,LED_choc_6028R,choc_SK6812MINI-E,smt
292.89375,-104.7625,0.0,bottom,LED59,,,LED_choc_6028R,choc_SK6812MINI-E,smt
142.875,-42.85,0.0,bottom,LED6,,,LED_choc_6028R,choc_SK6812MINI-E,smt
328.6125,-104.7625,0.0,bottom,LED60,,,LED_choc_6028R,choc_SK6812MINI-E,smt
347.6625,-104.7625,0.0,bottom,LED61,,,LED_choc_6028R,choc_SK6812MINI-E,smt
366.7125,-104.7625,0.0,bottom,LED62,,,LED_choc_6028R,choc_SK6812MINI-E,smt
50.00625,-123.8125,0.0,bottom,LED63,,,LED_choc_6028R,choc_SK6812MINI-E,smt
80.9625,-123.8125,0.0,bottom,LED64,,,LED_choc_6028R,choc_SK6812MINI-E,smt
100.0125,-123.8125,0.0,bottom,LED65,,,LED_choc_6028R,choc_SK6812MINI-E,smt
119.0625,-123.8125,0.0,bottom,LED66,,,LED_choc_6028R,choc_SK6812MINI-E,smt
138.1125,-123.8125,0.0,bottom,LED67,,,LED_choc_6028R,choc_SK6812MINI-E,smt
157.1625,-123.8125,0.0,bottom,LED68,,,LED_choc_6028R,choc_SK6812MINI-E,smt
176.2125,-123.8125,0.0,bottom,LED69,,,LED_choc_6028R,choc_SK6812MINI-E,smt
161.925,-42.85,0.0,bottom,LED7,,,LED_choc_6028R,choc_SK6812MINI-E,smt
195.2625,-123.8125,0.0,bottom,LED70,,,LED_choc_6028R,choc_SK6812MINI-E,smt
214.3125,-123.8125,0.0,bottom,LED71,,,LED_choc_6028R,choc_SK6812MINI-E,smt
233.3625,-123.8125,0.0,bottom,LED72,,,LED_choc_6028R,choc_SK6812MINI-E,smt
252.4125,-123.8125,0.0,bottom,LED73,,,LED_choc_6028R,choc_SK6812MINI-E,smt
288.13125,-123.8125,0.0,bottom,LED74,,,LED_choc_6028R,choc_SK6812MINI-E,smt
328.6125,-123.8125,0.0,bottom,LED75,,,LED_choc_6028R,choc_SK6812MINI-E,smt
347.6625,-123.8125,0.0,bottom,LED76,,,LED_choc_6028R,choc_SK6812MINI-E,smt
366.7125,-123.8125,0.0,bottom,LED77,,,LED_choc_6028R,choc_SK6812MINI-E,smt
385.7625,-114.2875,0.0,bottom,LED78,,,LED_choc_6028R,choc_SK6812MINI-E,smt
38.1,-142.8625,0.0,bottom,LED79,,,LED_choc_6028R,choc_SK6812MINI-E,smt
180.975,-42.85,0.0,bottom,LED8,,,LED_choc_6028R,choc_SK6812MINI-E,smt
57.15,-142.8625,0.0,bottom,LED80,,,LED_choc_6028R,choc_SK6812MINI-E,smt
76.2,-142.8625,0.0,bottom,LED81,,,LED_choc_6028R,choc_SK6812MINI-E,smt
110.518205,-148.240775,-30.0,bottom,LED82,,,LED_choc_6028R,choc_SK6812MINI-E,smt
129.301989,-153.806307,-30.0,bottom,LED83,,,LED_choc_6028R,choc_SK6812MINI-E,smt
157.1625,-161.9125,0.0,bottom,LED84,,,LED_choc_6028R,choc_SK6812MINI-E,smt
184.770797,-153.342489,30.0,bottom,LED85,,,LED_choc_6028R,choc_SK6812MINI-E,smt
203.649831,-147.941935,30.0,bottom,LED86,,,LED_choc_6028R,choc_SK6812MINI-E,smt
244.7925,-142.8625,0.0,bottom,LED87,,,LED_choc_6028R,choc_SK6812MINI-E,smt
285.75,-142.8625,0.0,bottom,LED88,,,LED_choc_6028R,choc_SK6812MINI-E,smt
304.8,-142.8625,0.0,bottom,LED89,,,LED_choc_6028R,choc_SK6812MINI-E,smt
200.025,-42.85,0.0,bottom,LED9,,,LED_choc_6028R,choc_SK6812MINI-E,smt
328.6125,-142.8625,0.0,bottom,LED90,,,LED_choc_6028R,choc_SK6812MINI-E,smt
347.6625,-142.8625,0.0,bottom,LED91,,,LED_choc_6028R,choc_SK6812MINI-E,smt
366.7125,-142.8625,0.0,bottom,LED92,,,LED_choc_6028R,choc_SK6812MINI-E,smt
38.1,-161.9125,0.0,bottom,LED93,,,LED_choc_6028R,choc_SK6812MINI-E,smt
57.15,-161.9125,0.0,bottom,LED94,,,LED_choc_6028R,choc_SK6812MINI-E,smt
76.2,-161.9125,0.0,bottom,LED95,,,LED_choc_6028R,choc_SK6812MINI-E,smt
225.7425,-161.9125,0.0,bottom,LED96,,,LED_choc_6028R,choc_SK6812MINI-E,smt
244.7925,-161.9125,0.0,bottom,LED97,,,LED_choc_6028R,choc_SK6812MINI-E,smt
263.8425,-161.9125,0.0,bottom,LED98,,,LED_choc_6028R,choc_SK6812MINI-E,smt
285.75,-161.9125,0.0,bottom,LED99,,,LED_choc_6028R,choc_SK6812MINI-E,smt
362.92,-43.111054,90.0,bottom,Q3,,,SOT-23-3,MMUN2133LT1G,smt
366.99,-41.973554,0.0,bottom,R7,,,R_0805_2012Metric,120,smt
370.19,-45.813554,90.0,bottom,R8,,,R_0805_2012Metric,68k,smt
370.19,-49.333554,-90.0,bottom,R9,,,R_0805_2012Metric,68k,smt
378.6,-30.91,180.0,bottom,RESET1,,,SW_SPST_TL3342,DFU,smt
333.529999,-40.6375,180.0,bottom,U3,,,SOT-23,XC6206PxxxMR-Regulator_Linear,smt
388.4975,-60.09,180.0,top,U4,,,CR2013-MI2120,CR2013-MI2120,tht
341.508819,-54.874481,45.0,bottom,U5,,,LQFP-64_10x10mm_P0.5mm,STM32G474RETx,smt
326.67,-43.37,180.0,bottom,U6,,SOT-23-5 Texas Instruments,SOT95P280X145-5N,SN74AHCT1G125DBVR,smt
